AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A717288,Mia,2015-12-07 16:26:00,Return_to_owner,,Cat,Spayed Female,1 year,Siamese Mix,Lynx Point
A583676,Baby Boy,2015-09-29 11:25:00,Return_to_owner,,Dog,Neutered Male,9 years,Rottweiler Mix,Black/Brown
A706011,Prudence,2015-07-06 17:04:00,Adoption,,Dog,Spayed Female,5 years,Labrador Retriever Mix,Black
A690434,Nitro,2014-10-21 18:46:00,Return_to_owner,,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White
A675937,,2014-04-02 15:13:00,Transfer,Partner,Cat,Intact Female,3 days,Domestic Shorthair Mix,Torbie
A678170,,2014-08-12 14:52:00,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Chocolate Point/White
A666732,Egypt,2013-11-16 12:01:00,Adoption,,Dog,Neutered Male,2 months,Pointer Mix,Black/White
A686294,Lady,2014-08-29 17:45:00,Euthanasia,Aggressive,Dog,Spayed Female,3 years,Pit Bull Mix,White/Red
A664441,Wyatts,2013-10-19 13:40:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A685780,,2014-08-12 18:28:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Gray/White
A713781,Samson,2015-10-15 18:04:00,Return_to_owner,,Dog,Neutered Male,5 years,Boxer Mix,Brown Brindle
A699211,,2015-03-29 12:46:00,Adoption,,Dog,Neutered Male,3 months,Labrador Retriever Mix,Black/White
A697365,Cherica,2015-03-31 15:50:00,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White
A702168,Timmy,2015-05-11 18:45:00,Return_to_owner,,Dog,Neutered Male,5 years,Miniature Pinscher Mix,Chocolate/Tan
A633952,Maximus,2013-10-06 14:51:00,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/White
A679035,Barky,2014-06-15 17:17:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Brown Tabby
A697213,Renolds,2015-02-24 18:19:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White
A298074,Stumpy,2015-09-07 11:40:00,Return_to_owner,,Dog,Spayed Female,18 years,Parson Russell Terrier Mix,Black/White
A690304,,2014-10-24 18:03:00,Adoption,,Dog,Neutered Male,8 months,Border Terrier/Cardigan Welsh Corgi,Brown/White
A665660,Baxter,2013-11-11 11:23:00,Transfer,Partner,Dog,Intact Male,1 year,Pit Bull/Labrador Retriever,Tan/White
A717992,Betty,2016-01-13 18:23:00,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,White/Tan
A686203,Storm,2014-10-12 17:28:00,Transfer,Partner,Dog,Spayed Female,3 months,Pit Bull Mix,Black/White
A693624,Hoggy,2014-12-15 18:12:00,Return_to_owner,,Dog,Neutered Male,4 years,American Bulldog Mix,Chocolate/White
A720553,,2016-02-15 18:55:00,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair/Dachshund,White/Brown
A702571,Ranger,2015-05-16 13:54:00,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Longhair Mix,Black/Brown
A704323,,2015-06-07 19:45:00,Adoption,,Dog,Spayed Female,1 year,Australian Shepherd Mix,Brown
A670491,Elphaba,2014-01-11 18:06:00,Adoption,,Dog,Spayed Female,6 months,Doberman Pinsch Mix,Chocolate/Tan
A701836,,2015-05-05 13:26:00,Transfer,Partner,Cat,Unknown,6 days,Domestic Shorthair Mix,Black/White
A696977,Sydney,2015-05-02 17:48:00,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Tortie
A695488,Zuko,2015-01-30 17:16:00,Euthanasia,Aggressive,Dog,Intact Male,6 years,Pit Bull Mix,Brown Brindle/White
A687422,Harley,2014-09-08 19:01:00,Adoption,,Dog,Neutered Male,2 years,Dachshund Mix,Tricolor
A690063,,2014-10-13 17:46:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Black
A656250,Dorothy,2013-12-28 12:01:00,Adoption,Foster,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Black/White
A682395,,2014-06-27 14:40:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange/White
A704133,Baby Kitty,2015-06-24 17:42:00,Transfer,Partner,Cat,Neutered Male,5 years,Domestic Shorthair Mix,Brown Tabby
A718860,Nike,2016-02-07 14:11:00,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Black/Tan
A710769,Danger,2015-09-03 11:56:00,Return_to_owner,,Dog,Intact Male,2 years,Australian Shepherd Mix,White/Brown
A699141,Crema,2015-05-12 13:53:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Cream Tabby/White
A665125,,2013-10-14 12:16:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Brown Tabby
A655933,Gracie Belle,2013-10-27 14:44:00,Transfer,Partner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black
A675807,Oreo,2014-04-04 17:40:00,Return_to_owner,,Dog,Neutered Male,6 years,Cocker Spaniel,Black/White
A698121,,2015-03-06 09:50:00,Transfer,Partner,Dog,Unknown,6 days,Labrador Retriever Mix,Brown
A697184,Tye,2015-04-19 13:54:00,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/Brown Brindle
A705990,Toby,2015-06-30 12:14:00,Transfer,Partner,Cat,Neutered Male,1 year,Siamese Mix,Lynx Point
A694192,Chachi,2014-12-27 17:01:00,Adoption,,Dog,Neutered Male,1 year,Yorkshire Terrier/Cairn Terrier,Tan
A695629,,2015-01-20 09:00:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue Tabby
A669859,Mack,2014-01-08 16:10:00,Euthanasia,Behavior,Dog,Intact Male,2 years,Pit Bull Mix,Red/White
A670300,Hank,2014-01-08 12:27:00,Return_to_owner,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A667557,Scotch,2013-11-23 11:06:00,Transfer,Partner,Dog,Neutered Male,7 years,Cardigan Welsh Corgi Mix,Tricolor
A693201,,2014-12-11 17:03:00,Transfer,Partner,Dog,Intact Male,3 years,Rottweiler Mix,Black/Brown
A713732,Pamela,2015-10-12 18:48:00,Return_to_owner,,Dog,Intact Female,7 months,German Shepherd Mix,Brown/Black
A694842,,2015-01-20 14:42:00,Transfer,Partner,Dog,Intact Female,2 weeks,Border Collie Mix,Tan/White
A696366,,2015-02-03 15:50:00,Euthanasia,Suffering,Cat,Intact Male,5 years,Domestic Longhair Mix,Orange Tabby
A701207,,2015-04-25 13:34:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby
A706889,,2015-07-08 18:04:00,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
A714264,,2015-10-24 14:37:00,Adoption,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/Tan
A665485,Bratt,2013-10-25 11:31:00,Transfer,Partner,Dog,Neutered Male,5 years,Boston Terrier/Beagle,Brown Brindle/White
A695406,Mikey,2015-02-03 13:46:00,Transfer,Partner,Dog,Intact Male,10 months,Pit Bull/Australian Cattle Dog,Black/White
A673971,Prim,2014-03-12 18:57:00,Adoption,,Dog,Spayed Female,4 months,Dachshund/Chihuahua Shorthair,Tan/White
A669835,Lotusblosso,2014-05-23 17:10:00,Adoption,,Cat,Spayed Female,4 years,Domestic Longhair Mix,Blue Tabby/White
A696043,,2015-01-30 19:00:00,Adoption,,Dog,Spayed Female,9 months,Yorkshire Terrier Mix,Black/Brown
A588226,Princess,2013-12-16 14:00:00,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Blue Tabby/White
A567704,Barry,2013-12-21 15:38:00,Adoption,,Dog,Neutered Male,4 years,German Shepherd Mix,Brown/White
A704862,Antonio,2015-07-29 16:36:00,Adoption,,Cat,Neutered Male,2 months,Domestic Longhair Mix,Black
A685188,Diego,2014-08-21 14:23:00,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Fawn
A712946,Tenshi,2015-10-05 12:42:00,Adoption,,Dog,Spayed Female,6 years,Papillon Mix,White/Tricolor
A719793,Cece,2016-02-01 14:32:00,Return_to_owner,,Dog,Spayed Female,8 months,Pit Bull Mix,White/Tan
A710817,Cricket,2015-09-05 13:33:00,Adoption,,Dog,Spayed Female,12 years,Rat Terrier Mix,Tricolor
A673411,Max,2014-02-28 13:13:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,White/Red
A670083,Pepper,2014-01-07 18:02:00,Adoption,Foster,Dog,Spayed Female,1 month,Jack Russell Terrier Mix,Brown/Black
A670398,Alfalfa,2014-01-18 15:22:00,Adoption,Offsite,Dog,Neutered Male,10 months,Chihuahua Shorthair Mix,White/Tan
A682461,,2014-07-09 14:04:00,Adoption,,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Brown
A661127,Winnie,2013-11-03 17:22:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Tortie
A691425,Mimsy,2014-11-28 13:31:00,Adoption,,Dog,Spayed Female,2 years,Pointer Mix,White/Black
A684032,Kate,2014-08-30 17:50:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Black
A708420,Riley,2016-01-09 13:58:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Brown
A697746,Gray,2015-03-03 14:43:00,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A669111,,2013-12-18 15:05:00,Adoption,,Dog,Neutered Male,2 months,Miniature Schnauzer Mix,Buff/White
A710422,Rose,2015-08-27 12:00:00,Transfer,Partner,Dog,Intact Female,2 months,Chihuahua Shorthair Mix,Tan
A705603,Bo,2015-06-23 18:03:00,Adoption,,Dog,Spayed Female,2 months,Anatol Shepherd Mix,Tan/White
A693849,Fluffs,2014-12-20 15:00:00,Transfer,Partner,Dog,Neutered Male,10 years,Miniature Poodle Mix,Tan
A520355,Dozer,2015-03-30 14:29:00,Return_to_owner,,Dog,Neutered Male,8 years,Border Collie/Boxer,Black/White
A694300,,2014-12-24 15:14:00,Euthanasia,Suffering,Dog,Intact Male,2 years,Chow Chow Mix,Brown Brindle
A689937,Leonardo,2014-10-18 18:01:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black
A688391,Ginger,2014-09-20 18:12:00,Return_to_owner,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Brown
A587085,Petey,2013-12-30 11:59:00,Return_to_owner,,Dog,Neutered Male,8 years,Miniature Schnauzer/Miniature Poodle,White/Gray
A697047,,2015-02-21 14:24:00,Adoption,,Dog,Spayed Female,4 months,Redbone Hound Mix,Red/White
A694329,Jackson,2016-02-18 15:43:00,Return_to_owner,,Dog,Neutered Male,2 years,Catahoula Mix,Black/White
A666870,Bambi,2013-11-21 15:09:00,Euthanasia,Aggressive,Dog,Spayed Female,2 years,Pit Bull Mix,Fawn/White
A688812,Tigger,2014-10-05 15:10:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby
A697311,Pluto,2015-03-01 18:42:00,Adoption,,Dog,Neutered Male,2 years,Yorkshire Terrier/Miniature Schnauzer,Gray
A680929,Elsa,2014-06-30 16:17:00,Transfer,Partner,Dog,Spayed Female,3 years,Great Pyrenees Mix,White
A672249,Vaughn,2014-03-03 14:37:00,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn/White
A710640,,2015-08-26 09:00:00,Transfer,SCRP,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Orange Tabby/White
A690753,Panda,2014-10-25 16:26:00,Return_to_owner,,Dog,Intact Female,13 years,Border Collie Mix,White/Black
A700832,Sweetie,2015-04-21 12:59:00,Return_to_owner,,Dog,Spayed Female,6 years,Miniature Poodle Mix,White
A680174,,2014-06-10 13:31:00,Adoption,,Dog,Spayed Female,3 months,Manchester Terrier/Australian Kelpie,Tricolor
A679763,,2014-05-25 16:43:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Silver Tabby
A689397,Doodle,2015-02-11 14:14:00,Adoption,Foster,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White
A671114,Buster G,2014-01-25 14:35:00,Adoption,,Dog,Neutered Male,1 year,Border Collie Mix,Gold/White
A666957,Leroy,2013-11-17 18:14:00,Adoption,,Dog,Neutered Male,2 years,Doberman Pinsch,Black/Tan
A686861,,2014-08-28 10:17:00,Euthanasia,Suffering,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Cream Tabby
A712855,Littig,2015-10-13 12:44:00,Adoption,,Dog,Neutered Male,1 year,Pointer Mix,White/Black
A661519,Kingsley,2013-10-11 15:15:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
A672584,Chato,2014-04-06 14:35:00,Adoption,,Dog,Neutered Male,1 year,Staffordshire Mix,Tan/White
A711359,,2015-09-05 17:05:00,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Orange
A667017,,2013-11-27 16:46:00,Adoption,,Dog,Spayed Female,10 months,Redbone Hound Mix,Red/White
A693412,,2014-12-13 16:59:00,Adoption,,Dog,Spayed Female,1 year,Catahoula Mix,Brown Merle/White
A676818,Rosco,2014-04-16 16:04:00,Transfer,Partner,Dog,Intact Male,10 years,Pug,Tan/Black
A716641,Limon,2015-12-21 18:35:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby
A712713,Jake,2015-11-29 17:24:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A706010,Maggie,2015-07-04 14:51:00,Adoption,,Dog,Spayed Female,8 years,Labrador Retriever/Chinese Sharpei,Black/White
A718926,Gunner,2016-01-10 17:03:00,Return_to_owner,,Dog,Neutered Male,4 years,German Shepherd Mix,Tricolor
A698793,Rocky,2015-04-10 18:48:00,Euthanasia,Aggressive,Dog,Intact Male,4 years,Chow Chow Mix,Gold
A680708,Charlie,2014-06-09 18:18:00,Return_to_owner,,Dog,Neutered Male,1 year,Miniature Poodle Mix,White
A712660,Neo,2015-11-03 14:02:00,Transfer,Partner,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black
A681242,,2014-06-14 12:45:00,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico
A678371,Baxter,2014-07-08 11:39:00,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby/White
A677944,,2014-05-01 15:55:00,Euthanasia,Suffering,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Black
A667456,Sugar Baby,2013-11-20 13:32:00,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tricolor
A666922,Andy,2013-11-17 14:13:00,Transfer,Partner,Dog,Neutered Male,1 year,Dachshund/Chihuahua Shorthair,Cream
A673221,Timmie,2014-02-28 15:24:00,Adoption,,Dog,Spayed Female,5 months,Dachshund Mix,Brown
A714600,James Bond,2015-11-15 16:59:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White
A666815,Shadow,2013-12-01 13:46:00,Adoption,,Cat,Neutered Male,2 months,Siamese/Domestic Shorthair,Black
A623762,Prince,2014-03-29 11:19:00,Adoption,,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,Tricolor
A672014,,2014-02-07 14:40:00,Transfer,Partner,Dog,Intact Male,2 years,West Highland/Cairn Terrier,White/Tan
A690841,Chula,2014-11-24 12:06:00,Transfer,Partner,Dog,Intact Female,6 months,Pit Bull Mix,White/Tricolor
A675890,,2014-04-03 15:55:00,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,White
A707306,Lil Bit,2015-07-11 14:26:00,Return_to_owner,,Dog,Neutered Male,12 years,Bichon Frise,White
A695852,,2015-01-28 16:22:00,Return_to_owner,,Dog,Neutered Male,1 year,Border Terrier Mix,Tan
A701234,,2015-04-25 18:24:00,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue
A665348,,2013-10-20 11:47:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie
A714620,Jose,2015-11-05 16:46:00,Return_to_owner,,Dog,Neutered Male,10 months,Border Collie Mix,Black
A713528,Marley,2015-10-13 18:40:00,Adoption,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/White
A697235,Zelda,2015-04-23 15:53:00,Adoption,,Dog,Spayed Female,3 years,Harrier Mix,Black/Tan
A672003,,2014-02-04 13:51:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby
A711428,Bailey,2015-09-18 15:08:00,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Red/White
A666628,Elvin,2013-11-10 15:46:00,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever,Black
A662609,Suzy,2013-10-13 15:08:00,Adoption,,Dog,Spayed Female,4 years,Labrador Retriever Mix,Black
A715282,Jojo,2015-11-13 12:10:00,Return_to_owner,,Dog,Neutered Male,2 years,Picardy Sheepdog Mix,Sable
A704113,,2015-06-07 15:32:00,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
A675101,Ranger,2015-11-19 14:16:00,Return_to_owner,,Dog,Neutered Male,3 years,Australian Cattle Dog Mix,White/Black
A697397,,2015-02-24 09:00:00,Transfer,SCRP,Cat,Intact Male,3 years,Domestic Shorthair Mix,Blue
A665795,,2013-10-30 10:55:00,Euthanasia,Suffering,Cat,Intact Male,2 months,Siamese Mix,Cream/Seal Point
A682601,Carlos,2014-07-08 14:42:00,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,White/Gray
A701881,Boots,2015-05-17 15:34:00,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby
A717251,Peanut,2015-12-22 00:00:00,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A716112,Tennyson,2015-11-21 11:06:00,Adoption,,Cat,Neutered Male,4 months,Domestic Medium Hair Mix,Orange Tabby/White
A700943,,2015-04-21 18:11:00,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,White/Black
A691391,,2014-11-04 12:07:00,Euthanasia,Medical,Cat,Intact Female,3 years,Domestic Shorthair Mix,Black
A682800,,2014-07-04 09:00:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A684881,Chico,2014-07-30 17:29:00,Transfer,Partner,Dog,Neutered Male,7 months,Bull Terrier,Brown Brindle
A702285,,2015-05-12 09:00:00,Transfer,SCRP,Cat,Unknown,4 months,Domestic Shorthair Mix,Orange Tabby
A682942,,2014-07-12 16:05:00,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Silver Tabby
A699147,Andre,2015-05-11 17:34:00,Transfer,Partner,Cat,Neutered Male,6 years,Domestic Shorthair Mix,Brown Tabby/White
A670444,Kalee,2014-01-14 15:00:00,Transfer,Partner,Dog,Intact Female,3 years,Australian Cattle Dog Mix,Brown Merle/White
A713349,,2015-12-15 14:53:00,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A672164,Molly,2014-02-14 15:03:00,Transfer,Partner,Dog,Spayed Female,2 years,Yorkshire Terrier Mix,Gray/Tan
A690661,,2014-10-27 12:09:00,Transfer,Partner,Dog,Intact Male,5 years,Chihuahua Shorthair Mix,Black/Tan
A476054,Tula,2015-09-12 12:27:00,Adoption,,Dog,Spayed Female,7 years,Labrador Retriever Mix,Black/White
A709089,Akiko (Snow),2015-08-15 17:38:00,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair,Blue Tabby/White
A667033,Gabby,2014-07-07 17:50:00,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Longhair Mix,Brown Tabby/White
A693126,George,2015-02-28 17:42:00,Adoption,,Dog,Neutered Male,1 year,American Bulldog Mix,White/Brown
A701578,Sabine,2015-06-16 09:24:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A679865,Ruger,2014-05-27 18:16:00,Return_to_owner,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
A678057,Luna,2014-05-04 12:28:00,Euthanasia,Suffering,Dog,Spayed Female,15 years,Australian Shepherd Mix,Brown Merle/White
A692489,,2014-11-25 18:06:00,Adoption,,Dog,Spayed Female,3 months,Standard Poodle Mix,White
A699752,K.C.,2015-04-02 11:55:00,Euthanasia,Suffering,Dog,Unknown,14 years,Labrador Retriever Mix,Black
A667460,Pierre,2014-02-24 13:33:00,Return_to_owner,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,White
A686103,Bernie,2014-10-02 13:18:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A666745,,2013-11-06 15:46:00,Euthanasia,Suffering,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby
A692518,,2014-12-03 16:37:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A665993,Elvis,2013-12-28 16:32:00,Adoption,,Dog,Neutered Male,7 months,German Shepherd Mix,Black
A669915,,2014-01-03 11:25:00,Transfer,Partner,Dog,Neutered Male,12 years,Shih Tzu Mix,White/Tan
A717600,Crosby,2015-12-18 12:01:00,Euthanasia,Aggressive,Dog,Intact Male,1 year,Catahoula/Australian Cattle Dog,Brown Merle
A681022,Finn,2014-06-17 17:24:00,Adoption,,Dog,Neutered Male,10 months,Border Collie/Great Pyrenees,Black/White
A706040,,2015-06-25 09:00:00,Transfer,SCRP,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A709091,Nina,2015-08-14 12:33:00,Return_to_owner,,Dog,Intact Female,1 year,Dachshund Mix,Brown
A590767,Hercules,2014-04-02 16:48:00,Return_to_owner,,Dog,Neutered Male,4 years,Chihuahua Shorthair,Tan/White
A669170,Calderono,2013-12-29 14:21:00,Adoption,,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Tricolor
A707771,,2015-07-24 18:10:00,Adoption,,Dog,Spayed Female,2 years,English Bulldog Mix,White
A669591,,2013-12-28 16:21:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White
A685761,,2014-08-20 15:42:00,Euthanasia,Aggressive,Dog,Intact Female,1 year,Pit Bull Mix,Brown
A719363,Cherry,2016-01-24 14:38:00,Adoption,,Dog,Spayed Female,5 months,Pointer Mix,White
A670696,Pepper,2014-01-25 14:28:00,Transfer,Partner,Cat,Neutered Male,3 years,Domestic Shorthair Mix,White
A710091,Gabriel,2015-08-29 18:38:00,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Brown Tabby
A664039,,2013-10-07 13:09:00,Transfer,Partner,Dog,Neutered Male,4 months,Labrador Retriever Mix,Yellow
A691642,,2014-11-14 14:25:00,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black
A682116,Dobie,2014-06-28 11:16:00,Transfer,Partner,Dog,Intact Male,2 months,Doberman Pinsch,Black/Brown Brindle
A682583,Dallas,2014-07-25 13:47:00,Adoption,,Dog,Neutered Male,2 years,Siberian Husky Mix,Black/White
A699505,Chico,2015-05-18 18:40:00,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan
A719452,Franklin,2016-01-25 13:59:00,Transfer,Partner,Dog,Neutered Male,5 years,Pomeranian,Black/White
A645779,Shadow,2014-07-02 13:38:00,Transfer,Partner,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Tortie
A701316,Luna,2015-04-27 17:09:00,Return_to_owner,,Dog,Spayed Female,4 years,Pug,Black
A659563,Mimi,2013-12-04 15:56:00,Adoption,,Dog,Spayed Female,2 years,Dachshund Mix,Black/White
A697860,Luigi,2015-03-03 17:33:00,Return_to_owner,,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Brown
A716375,Kelley,2015-12-22 09:58:00,Adoption,Foster,Dog,Neutered Male,2 months,German Shepherd Mix,Brown/White
A671995,Lilly,2014-02-09 19:02:00,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/White
A701077,Krane,2015-05-03 11:55:00,Return_to_owner,,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Tan
A318500,Tiger,2014-10-08 16:13:00,Return_to_owner,,Dog,Neutered Male,13 years,German Shepherd Mix,Tan
A718514,Tazz,2016-01-24 16:23:00,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Cream Tabby/White
A704448,Lucille,2015-08-22 15:18:00,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A552798,Phil,2015-06-29 12:17:00,Adoption,,Dog,Neutered Male,7 years,Pbgv,Brown/Black
A688769,,2014-09-24 09:00:00,Transfer,SCRP,Cat,Intact Male,6 months,Domestic Shorthair Mix,Orange Tabby
A678909,Alpha,2014-07-18 11:15:00,Transfer,Partner,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White
